speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
President Donald J. Trump,Radical left.,0,Not given,Not given,Not given
Vice President Joe Biden,"Will you shut up, man?",0,Not given,Not given,Not given
President Donald J. Trump,"Listen, who is on your list, Joe?",0,Not given,Not given,Not given
President Donald J. Trump,Who’s on your list?,0,Not given,Not given,Not given
Chris Wallace,"Gentlemen, I think we’ve ended this-",0,Not given,Not given,Not given
Vice President Joe Biden,This is so un-Presidential.,0,Not given,Not given,Not given
President Donald J. Trump,He’s going to pack the court.,0,Not given,Not given,Not given
President Donald J. Trump,He is not going to give a list.,0,Not given,Not given,Not given
Chris Wallace,We have ended the segment.,0,Not given,Not given,Not given
Chris Wallace,We’re going to move on to the second segment.,0,Not given,Not given,Not given
Vice President Joe Biden,"That was really a productive segment, wasn’t it?",0,Not given,Not given,Not given
Vice President Joe Biden,"Keep yapping, man.",0,Not given,Not given,Not given
President Donald J. Trump,"The people understand, Joe.",0,Not given,Not given,Not given
Vice President Joe Biden,They sure do.,0,Not given,Not given,Not given
President Donald J. Trump,"47 years, you’ve done nothing.",0,Not given,Not given,Not given
President Donald J. Trump,They’re understand.,0,Not given,Not given,Not given
Chris Wallace,"All right, the second subject is COVID-19, which is an awfully serious subject.",0,Not given,Not given,Not given
Chris Wallace,So let’s try to be serious about it.,0,Not given,Not given,Not given
Chris Wallace,"We have had more than seven million cases of coronavirus in the United States and more than 200,000 people have died.",1,Claim,Not given,Not given
Chris Wallace,"Even after we produce a vaccine, experts say that it could be months or even years before we come back to anything approaching normal.",0,Not given,Not given,Not given
Chris Wallace,"My question for both of you is, based on what you have said and done so far, and what you have said you would do starting in 2021, why should the American people trust you more than your opponent to deal with this public health crisis going forward?",0,Not given,Not given,Not given
Chris Wallace,"In this case, the question goes to you first, sir.",0,Not given,Not given,Not given
Chris Wallace,"Two minutes, uninterrupted.",0,Not given,Not given,Not given
Vice President Joe Biden,Good luck.,0,Not given,Not given,Not given
Vice President Joe Biden,"200,000 dead.",0,Not given,Not given,Not given
Vice President Joe Biden,"As you said, over seven million infected in the United States.",0,Not given,Not given,Not given
Vice President Joe Biden,"We, in fact, have 4% of the world’s population, 20% of the deaths.",0,Not given,Not given,Not given
Vice President Joe Biden,"40,000 people a day are contracting COVID.",0,Not given,Not given,Not given
Vice President Joe Biden,"In addition to that, about between 750 and 1000 people a day are dying.",0,Not given,Not given,Not given
Vice President Joe Biden,"When he was presented with that number, he said, “It is what it is.” Well, it is what it is because you are who you are.",0,Not given,Not given,Not given
Vice President Joe Biden,That’s why it is.,0,Not given,Not given,Not given
Vice President Joe Biden,The President has no plan.,0,Not given,Not given,Not given
Vice President Joe Biden,He hasn’t laid out anything.,0,Not given,Not given,Not given
Vice President Joe Biden,He knew all the way back in February how serious this crisis was.,0,Not given,Not given,Not given
Vice President Joe Biden,He knew it was a deadly disease.,0,Not given,Not given,Not given
Vice President Joe Biden,What did he do?,0,Not given,Not given,Not given
Vice President Joe Biden,He’s on tape as acknowledging he knew it.,0,Not given,Not given,Not given
Vice President Joe Biden,He said he didn’t tell us or give people a warning of it because he didn’t want to panic the American people.,0,Not given,Not given,Not given
Vice President Joe Biden,You don’t panic.,0,Not given,Not given,Not given
Vice President Joe Biden,He panicked.,0,Not given,Not given,Not given
Vice President Joe Biden,"In addition to that, what did he do?",0,Not given,Not given,Not given
Vice President Joe Biden,He went in and we were insisting that the people we had in the ground in China should be able to go to Wuhan and determine for themselves how dangerous this was.,0,Not given,Not given,Not given
Vice President Joe Biden,He did not even ask Xi to do that.,0,Not given,Not given,Not given
President Donald J. Trump,Wrong.,0,Not given,Not given,Not given
Vice President Joe Biden,He told us what a great job Xi was doing.,0,Not given,Not given,Not given
Vice President Joe Biden,He said we owe him debt of gratitude for being so transparent with us.,0,Not given,Not given,Not given
Vice President Joe Biden,And what did he do then?,0,Not given,Not given,Not given
Vice President Joe Biden,He then did nothing.,0,Not given,Not given,Not given
Vice President Joe Biden,He waited and waited and waited.,0,Not given,Not given,Not given
Vice President Joe Biden,He still doesn’t have a plan.,0,Not given,Not given,Not given
President Donald J. Trump,Wrong.,0,Not given,Not given,Not given
Chris Wallace,"Sir, it’s his two minutes.",0,Not given,Not given,Not given
President Donald J. Trump,It’s so wrong.,0,Not given,Not given,Not given
Vice President Joe Biden,"I laid out back in March, exactly what we should be doing.",0,Not given,Not given,Not given
Vice President Joe Biden,"And I laid out again in July, what we should be doing.",0,Not given,Not given,Not given
Vice President Joe Biden,We should be providing all the protective gear possible.,0,Not given,Not given,Not given
Vice President Joe Biden,We should be providing the money the House has passed in order to be able to go out and get people the help they need to keep their businesses open.,0,Not given,Not given,Not given
Vice President Joe Biden,Open schools cost a lot of money.,0,Not given,Not given,Not given
Vice President Joe Biden,You should get out of your bunker and get out of the sand trap in your golf course and go in the Oval Office and bring together the Democrats and Republicans and fund what needs to be done now to save lives.,0,Not given,Not given,Not given
President Donald J. Trump,"So, if we would have listened to you.",0,Not given,Not given,Not given
Chris Wallace,"Wait, wait.",0,Not given,Not given,Not given
Chris Wallace,"You have two minutes, sir.",0,Not given,Not given,Not given
President Donald J. Trump,"If we would’ve listened to you, the country would have been left wide open, millions of people would have died, not 200,000.",0,Not given,Not given,Not given
President Donald J. Trump,And one person is too much.,0,Not given,Not given,Not given
President Donald J. Trump,It’s China’s fault.,0,Not given,Not given,Not given
President Donald J. Trump,It should have never happened.,0,Not given,Not given,Not given
President Donald J. Trump,"They stopped it from going in, but it was China’s fault.",0,Not given,Not given,Not given
President Donald J. Trump,"And, by the way, when you talk about numbers, you don’t know how many people died in China.",0,Not given,Not given,Not given
President Donald J. Trump,You don’t know how many people died in Russia.,0,Not given,Not given,Not given
President Donald J. Trump,You don’t know how many people died in India.,0,Not given,Not given,Not given
President Donald J. Trump,"They don’t exactly give you a straight count, just so you understand.",0,Not given,Not given,Not given
President Donald J. Trump,"But if you look at what we’ve done, I closed it and you said, “He’s xenophobic.",0,Not given,Not given,Not given
President Donald J. Trump,"He’s a racist and he’s xenophobic,” because you didn’t think I should have closed our country.",0,Not given,Not given,Not given
President Donald J. Trump,Wait a minute.,0,Not given,Not given,Not given
Chris Wallace,"Sir, it’s his two minutes.",0,Not given,Not given,Not given
President Donald J. Trump,You didn’t think we should have closed our country because you thought it was terrible.,0,Not given,Not given,Not given
President Donald J. Trump,You wouldn’t have closed it for another two months.,0,Not given,Not given,Not given
President Donald J. Trump,"By my doing it early, in fact, Dr. Fauci said, “President Trump saved thousands of lives.” Many of your Democrat Governors said, “President Trump did a phenomenal job.” We worked with the Governor.",0,Not given,Not given,Not given
